id,episodeNumber,title,overview,stillPath,season_id,videoUrl
1489643,209,The Falling from Mt. Ryushin Case,"The Detective Boys excluding Ai, are traveling through a winding path on Mt Ryushin. There they witness a derailed car fall off the mountain. The man has died and through the evidence, Conan concludes another car rammed into that car.",/iMCPtCmV0taSHalSVw6wSwaVZp6.jpg,42543,https://vidsrc.to/embed/tv/30983/1/209
1489644,210,The Water Palace of 5 Colors (1),"Kogoro, Ran, and Conan came as the substitutes for Serena and her father, the Suzuki president, and decided to attend a tea meeting at the Aonogi house. At the backyard of the mansion, there was a pond that shined in five colors. And there was a bridge which led to the tea room. While they were enjoying the pond’s colors something unusual happened… The headmaster died in the tea room, the same way as the legend.",/jMLfESLp4HhbxrMGtAq1KvePN31.jpg,42543,https://vidsrc.to/embed/tv/30983/1/210
1489645,211,The Water Palace of 5 Colors (2),Conan searches for clues to who murdered the Headmaster busily and finally figures out the trick that was used.,/xgWQiZsxNb8PfAavIgksScIIOh3.jpg,42543,https://vidsrc.to/embed/tv/30983/1/211
1489646,212,"Mushrooms, Bears, and the Detective Boys (1)","The Detective Boys decided to go mushroom picking in the mountains. And during it, Genta got lost in the hunting area.",/rkN0Bi5BLvg4AEeyx3zZppiZ4rY.jpg,42543,https://vidsrc.to/embed/tv/30983/1/212
1489647,213,"Mushrooms, Bears, and the Detective Boys (2)","Ai deduces that if they reveal themselves, the hunter trying to get rid of them will shoot them and say that he thought they were bears. So Ai and Mitsuhiko leave a clue for Conan in the form of different types of mushrooms that tells him who the killer is.",/ayDUd04yv0LFo5xu7voRXf3FNUe.jpg,42543,https://vidsrc.to/embed/tv/30983/1/213
1489648,214,The Mysterious Retro Room Case,"Kogoro, Ran, and Conan are attending a dolphin show when a murder occurs in the hotel.",/rzcR4SPqN7UEHFkUXplHTtWEoAp.jpg,42543,https://vidsrc.to/embed/tv/30983/1/214
1489649,215,The Bay of Revenge (1),"While Kogoro, Ran, and Conan are driving near the ocean, their car breaks down, prompting them to ask for help at a house which belongs to famous lawyer Kensuke Tachibana. There, they meet secretary Yuuichi Sakuraba, his caretaker Yaeko Kamei, his wife Yuki Tachibana, his office's accountant Noriko Sugimura, and lawyer Fumio Fujisawa. As the day progresses, Kensuke explains to Kogoro that he’s been receiving threatening letters from someone with the initials “T.K.”",/39RPBfpvisMGHJ0lsPvYTrfWNBX.jpg,42543,https://vidsrc.to/embed/tv/30983/1/215
1489650,216,The Bay of Revenge (2),"Conan believes that Kumada was met with foul play. Conan puts Kogoro to sleep, deducing that the killer drugged Kensuke while he was out with Kumada.",/AniVTzOWRq8FjQM6jdfNKkx35Vo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/216
1489651,217,Megure's Locked Away Secret (1),"The police inform Kogoro about a serial offender attacking women wearing ganguro makeup. According to the victims’ testimony, their attacker stood at 150 centimeters tall. Kogoro mentions a similar case 20 years ago where female high school students were run over, shocking Megure.",/hoVLpp2jOf7Ddis18nIpuAfDPbw.jpg,42543,https://vidsrc.to/embed/tv/30983/1/217
1489652,218,Megure's Locked Away Secret (2),Megure reveals a case in the past which is why he was so anxious.,/uuegvASuz5OGgFPgtxkNhlZ0QtE.jpg,42543,https://vidsrc.to/embed/tv/30983/1/218
1489653,219,The Detectives Gathered Together! Shinichi Kudo vs. Kid the Phantom Thief,Kogoro receives a strange invitation to join a gathering at a countryside manor. Five other detectives are also in attendance — until one is murdered.,/cIYZXb6GddaQGtN86mfR02XEbJY.jpg,42543,https://vidsrc.to/embed/tv/30983/1/219
1489661,220,The Client Full of Lies (1),"Conan becomes suspicious of Kogoro's latest client, a woman looking for an old lover, even more so when a murdered man is found clutching a photo of her.",/tZw0X7cbAvJP7mARG0tjDVQ9EDx.jpg,42543,https://vidsrc.to/embed/tv/30983/1/220
1489662,221,The Client Full of Lies (2),"After a thorough investigation, Conan tranquilizes Kogoro and reveals the culprit.",/uTf8jnxkORBuqm3q10SrMl5aSvT.jpg,42543,https://vidsrc.to/embed/tv/30983/1/221
1489663,222,And There Were No Mermaids (The Murder),"Conan, along with Heiji, Ran, and Kazuha travel the Isle of Mermaids looking for Saori Kadowaki, who had sent a letter to Heiji asking him to save her from being killed by a mermaid.",/xbyGfA3f1nPehA2fQeGybgpckE3.jpg,42543,https://vidsrc.to/embed/tv/30983/1/222
1489664,223,And There Were No Mermaids (The Deduction),Conan and Heiji investigate Naoko's brutal murder and discover a trail of fish scales that suggest Naoko's killer came from the sea.,/iqkmjuQnnzNZC6lzVWWX0AsqEoh.jpg,42543,https://vidsrc.to/embed/tv/30983/1/223
1489665,224,And There Were No Mermaids (The Resolution),"With Kogoro stunned, Conan clears the suspects who were accused of murder, then explains that each victim was called out by the person they trusted and was lured with the promise of a personal gain before being murdered, and reveals the killer.",/AfgcNfMz1MKKDHhwJvzpmjgk28K.jpg,42543,https://vidsrc.to/embed/tv/30983/1/224
1489666,225,The Secret of the High Sales,A boy named Rintaro asks the Detective Boys to investigate on a strange man named Yuuji Kamekura. Rintaro explains that Yuuji appeared one day at his family restaurant claiming he owes Rintaro's grandfather a favor and would like to work at the restaurant. Yuuji soon after begins living with the family and helps them improve the restaurant to the point the family are constantly busy with the customers.,/l61oBy3gQwKatbwNqG79ijnKI8G.jpg,42543,https://vidsrc.to/embed/tv/30983/1/225
1489668,226,The Battle Game Trap (1),"Sonoko, Ran, and Conan are at the arcade where they meet their high school English teacher, Jodie Starling who is an avid gamer. Jodie introduces Ran to a virtual reality fighting game which uses mechanics to simulate the pain of a real fight. Ran loses to a gamer named Kengo Bitou who taunts her in her lost. Bitou plays the game again his rival, Takayasu Shimizu; The battle is projected on a large screen. Bitou's avatar overwhelms Shimizu's but stops at the climax of the match. The people in the arcade realize Bitou is dead and the police are called in.",/mgQ8ByPTcwVdPWem0yqW0nSrc05.jpg,42543,https://vidsrc.to/embed/tv/30983/1/226
1489669,227,The Battle Game Trap (2),Conan investigates and learns the method and the culprit who murdered Bitou.,/yvaEitlTiRAVa6DNouh2R9ZhsnK.jpg,42543,https://vidsrc.to/embed/tv/30983/1/227
1489670,228,The Murderous Pottery Class (1),"Ran, Sonoko, and Conan attend Muneyuki Mino's pottery class to make pretty mugs. Muneyuki is pleased to see Ran as her father Kogoro solved a murder case at The Forgemaster's estate. Later on, Muneyuki displays a dark personality.",/fYVnjkLfqSjL2AlPUkJZC32VumN.jpg,42543,https://vidsrc.to/embed/tv/30983/1/228
1489671,229,The Murderous Pottery Class (2),Conan finds something suspicious about the pendant on the necktie and figures out Muneyuki and his methods.,/wjApf5fecJGJd22TSgAYLQCnhC1.jpg,42543,https://vidsrc.to/embed/tv/30983/1/229
1489672,230,Mysterious Passenger (1),"On the way on to a ski trip, Ai is terrified when she senses the Black Organization's presence.",/oPhtWMz0wC9Q0DHu8qE8CX3GWe1.jpg,42543,https://vidsrc.to/embed/tv/30983/1/230
1489673,231,Mysterious Passenger (2),Conan and his friends are on a hijacked bus. Conan suspects an accomplice among the passengers.,/61n9bLiC1IkMfEZHGBIbDLSgz63.jpg,42543,https://vidsrc.to/embed/tv/30983/1/231
1489674,232,The Apartment Degradation Case,"Mouri Kogoro accepts a case to help to find out who has been sending threatening phone calls and letters to a man named Mitsuo Yoshimura. On the way to Yoshimura's apartment with his friend Joji Ueda, Kogoro and Conan witness Yoshimura fall to his death.",/29m9Un0Ei6x7Zk3Lgju2g2WGYzO.jpg,42543,https://vidsrc.to/embed/tv/30983/1/232
1489675,233,The Evidence That Didn't Disappear (1),Agasa takes the Detective Boys to a neighbor named Teruya Kanou who is giving away his belongings before moving to England. While there Kanou's Papillon goes missing when the longcase clock strikes twelve and chimes twelve times.,/vNFUiubuBk0yCOxP4TDqmG4eWpN.jpg,42543,https://vidsrc.to/embed/tv/30983/1/233
1489676,234,The Evidence That Didn't Disappear (2),"Conan notices that there is glass wool, which muffles sound, in the incinerator and realizes who the culprit is.",/yO30gtNedyAhzp5DX4m8MUJMReu.jpg,42543,https://vidsrc.to/embed/tv/30983/1/234
1489677,235,The Locked Wine Cellar,"Kogoro, Ran, and Conan are invited to a private party by a President of a financial business, who is known for his expensive collection and various tastes in wine.",/yCJI9vP7VA7saasod9jOsAltYVZ.jpg,42543,https://vidsrc.to/embed/tv/30983/1/235
1489678,236,The Nanki Beach Mystery Tour (1),"Ran, Kogoro, and Conan go to Shirahama on a vacation they won from a shopping district lottery, and there meet a group of college students named Maki Shinjou, Tatsuhiko Yura, Madoka Mitsui, Kanako Miyahara, and Kouta Fuji. They are all in the same art club, but don't seem to get along well.",/2Vkw4cBJeVLfKTp9rkJQUhQuMNy.jpg,42543,https://vidsrc.to/embed/tv/30983/1/236
1489679,237,The Nanki Beach Mystery Tour (2),"Conan investigates and finds out that Madoka was cheating on her boyfriend with another student, Fuji, but that none of them committed the murder.",/y4iQ2oE4Kxmcry5IFB992iNaPHf.jpg,42543,https://vidsrc.to/embed/tv/30983/1/237
1489680,238,"The 3 ""K""s of Osaka Case (1)","Heiji invites Kogoro, Ran, and Conan to a celebration of the opening of the 3K restaurant by three American celebrities, a heavyweight boxing champion named Ricardo Barreira, a Major League Baseball player named Mike Norwood, and the pro soccer player known named Ray Curtis who Conan admires.",/5ZgHiFzIpSWuIVMaQMrYirCnMZq.jpg,42543,https://vidsrc.to/embed/tv/30983/1/238
1489681,239,"The 3 ""K""s of Osaka Case (2)","As Heiji is investigating the rooms, Conan suddenly appears and talks to him about that all three sport celebrities are all innocent.",/y3BrxUTP2gkkLX60Fc6B7K92Sl9.jpg,42543,https://vidsrc.to/embed/tv/30983/1/239
1489682,240,The Bullet Train Transport Case (1),"While traveling home on the Shinkansen from Osaka, Conan, Ran and Kogoro ran into Officer Satou and Takagi, who were transporting a criminal. Later, a bomb was found on the train that Officer Satou went to investigate.",/faPDahqaCj9g51IE6wX9bR0lAPi.jpg,42543,https://vidsrc.to/embed/tv/30983/1/240
1489683,241,The Bullet Train Transport Case (2),"From the crime scene, Conan found a suspicious thing that makes the scene as the place of homicide. During the investigation, Conan observes three suspects. Conan points out the suspects of who the murderer is. After investigating and finding clues, Conan reveals the culprit.",/kDKOTN63y9Eb8LddslOda78gdNG.jpg,42543,https://vidsrc.to/embed/tv/30983/1/241
1489684,242,Boy George's Misfortune,Genta has been acting weird at school lately. The Detective Boys learns that he is being targeted by a killer. Genta tries to remember where he sees the killer.,/jk8SANioql6VXy7VhzjbGnBuUwb.jpg,42543,https://vidsrc.to/embed/tv/30983/1/242
1489685,243,Richard Moore's Imposter (1),"Tatsuo Mori, a Mori Kogoro impersonator, arrives at the Aoiya Hotel near a creepy forest where he is invited to investigate a case where a long-haired man is said to have committed suicide 4-5 years ago.",/cB7uwt9WqK9n3QSv4MgCaAXXEfI.jpg,42543,https://vidsrc.to/embed/tv/30983/1/243
1489686,244,Richard Moore's Imposter (2),"After analyzing the clues and facts, Conan is convinced that the long-haired man and Tatsuo were murdered.",/pWSOeD77Q7asAYWluJTBe9m84q9.jpg,42543,https://vidsrc.to/embed/tv/30983/1/244
1489687,245,The Gun Shot in the Sunflower Building,"Conan, Kogoro and Ran all go to an isolated mansion called the Sunflower building because every 12 hours it rotates. They are having a BBQ outside while the owner is inside when they hear a shot fired. They rush inside to find the owner shot through the forehead.",/iDrP2cI3FkEecWBxWwQkGf00b3j.jpg,42543,https://vidsrc.to/embed/tv/30983/1/245
1489688,246,The Mystery in the Net (1),"Professor Agasa takes the Detective Boys and Conan at the beach during school break while Ran and Sonoko also happen to be on the exact beach. At night, all of them ate dinner in a hotel together with the lifeguards they met that morning. The man the lifeguards were supposed to meet didn't show up so they tried calling him but the only sound that could be heard was the sound of the waves.",/o8mROKEMyXqERI8uMLs5rduIDML.jpg,42543,https://vidsrc.to/embed/tv/30983/1/246
1489689,247,The Mystery in the Net (2),Conan figures out the culprit and decides to use Professor Agasa's voice to reveal the trick but remembers he forgot his voice changing bow tie at the hotel.,/mTEgxt10hQimk8yUklqsUOS3V0e.jpg,42543,https://vidsrc.to/embed/tv/30983/1/247
1489690,248,The Alibi of the Soothing Forest,"While Conan, Ran and Kogoro are going sightseeing, the village head is killed by the somebody who visited the village head before post office lady.",/yhJwnVoC4eo7Ir82VEdEcj4aywo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/248
1489691,249,The Idol Stars' Secret (1),Ran and Kogoro get an invitation for an engagement party from his favorite idol Youko-chan. Kaoru the one who is getting engaged is another star and a former member of a group they all used to be in. She is a fan of Kogoro and wanted him to find out who was stalking her.,/6OeunX2lVYaBNmzyDMlNMAg9QbB.jpg,42543,https://vidsrc.to/embed/tv/30983/1/249
1489692,250,The Idol Stars' Secret (2),Megure searches everyone for the murder weapon but it isn't found. Though they discover a listening device and find drawers tampered with.,/fG8AwYRKenj4OcUl9F1HQ9rNMaU.jpg,42543,https://vidsrc.to/embed/tv/30983/1/250
1489693,251,The Tragedy at the OK Corral,"Because of Kogoro's love of horses he takes Conan and Ran to an OK corral ranch. One of their prize winning horses gets spooked and they all go running after her. They reach the horse and Conan finds blood on her horseshoe. They then find the farrier; one who shoes the horses, murdered.",/4pF3JkiGWwcyXgaMx43InGwQCW0.jpg,42543,https://vidsrc.to/embed/tv/30983/1/251
1489694,252,The Kidnapper in the Picture,Conan and the Detective Boys find out about a kidnapping case and decide to investigate.,/xqpdz5LPvNyYfMgdOI9aBMYNPsn.jpg,42543,https://vidsrc.to/embed/tv/30983/1/252
1489696,253,Metropolitan Police Detective Love Story 4 (1),"Satou is having an arranged marriage meeting with a man due to her mother's persistence. She arrives to find out it's Ninzaburo Shiratori. She proposes that if Takagi does not arrive to her before sunset, she will marry him whether she wants to or not. He accepts, but Takagi is busy with a store robbery.",/fB8VQ8E1AdEXWOiPLQq5jgwftP4.jpg,42543,https://vidsrc.to/embed/tv/30983/1/253
1489697,254,Metropolitan Police Detective Love Story 4 (2),Takagi solves the case and arrests the culprit when he tries to make a dash out of the police car. Takagi catches up and gives up on going to Simone in time to stop the marriage as the sun is almost set and the car is too far away.,/y0WsTab1Y5rPBs99pjEEXmBe5Ug.jpg,42543,https://vidsrc.to/embed/tv/30983/1/254
1489699,255,The 14th Round of the Matsue Tamatsukuri Linked Verse Contest (1),"Kogoro wins a trip to Matsue from a lottery drawing, and while there they meet and join up with a Linked Verse group, which is a type of poetry. One of their members, a loan dealer, is killed, and Conan finds out that almost everyone has a motive to kill.",/zBpppJflti3ww43uo01DCPTGTh8.jpg,42543,https://vidsrc.to/embed/tv/30983/1/255
1489700,256,The 14th Round of the Matsue Tamatsukuri Linked Verse Contest (2),"Conan hasn't figured out who the culprit is, so he gets Kogoro to participate in their Linked Verse Contest so he can have more time to observe the suspects.",/lFKYkbl8qyyVOY3BQCUUxDCEajT.jpg,42543,https://vidsrc.to/embed/tv/30983/1/256
1489701,257,The Extremely Strange Punishment from Heaven,"Conan and the Detective Boys are out walking around the town the morning after an earthquake when they hear a scream. They see a woman cradling a man bleeding, and they call an ambulance and the man is saved. He says he was robbed and 200,000 yen ($2,000) was stolen from. They have a suspect, but he has an alibi of committing another crime when the man was attacked.",/dFMdpR6B4vPr2YkzsNxWlgdQKH5.jpg,42543,https://vidsrc.to/embed/tv/30983/1/257
1489703,258,The Man from Chicago (1),"The Detective Boys attend an animal show involving a white lion named Leon. Outside, a man named James Black, is mistaken by reporters for Randy Hawks, a rich man who sponsors zoos and animal shows. The Detective Boys lead him out of the crowd of reporters by pretending he is their English Teacher. As return for their help, Black offers to treat them for lunch and leaves to get his car, only to be mistaken for Hawks and kidnapped for ransom",/t0WLWbVxzCfWahGK5e4g0yzHrUV.jpg,42543,https://vidsrc.to/embed/tv/30983/1/258
1489704,259,The Man from Chicago (2),"Ayumi notices that Black still has her Detective Badge, allowing Conan to trace the signal and have Sato set up a road block intercepting the vehicle.",/rM5ugnQd6rMLeLyV89BZMPrUItl.jpg,42543,https://vidsrc.to/embed/tv/30983/1/259
1489705,260,The Shaking Restaurant,"Conan, Kogoro, and Ran go to a restaurant that is shaking because of construction next door. They go back the next day only to find that the man running the restaurant is dead. At first it looks like the construction made a vase fall over and hit him on the head, killing the owner, however, the construction wasn't happening at the estimated time of death.",/b3aLFleW2dJ18LKDphKZwmyuAzs.jpg,42543,https://vidsrc.to/embed/tv/30983/1/260
1489707,261,The Fearful Legend of the Snowy Night (1),"Conan, Kogoro, and Ran are driving to a hot spring when the road gets closed due to snow, and so they accept an offer of staying the night at a nearby house. The next day they discover the body of the company president dead and when they follow the footprints, they find his eldest son dressed up in armor and also dead in a locked room.",/YotfdjNOWPeiwgoMzOnHSqjEB5.jpg,42543,https://vidsrc.to/embed/tv/30983/1/261
1489708,262,The Fearful Legend of the Snowy Night (2),"During the informal investigation, Conan discovers that the footprints of the armor in the snow were used to cover up the culprit's footprints, and finds that the locked room the son died in was set up.",/thjldIqhQilzxblpbRVRePbWNeo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/262
1489709,263,The Osaka Double Mystery - Naniwa Swordsman and Toyotomi's Castle,Heiji invites Conan to his kendo tournament.,/lQc8B7VuP7KevHzhe1sxTYnkKxZ.jpg,42543,https://vidsrc.to/embed/tv/30983/1/263
1489714,264,Courtroom Battle: Kisaki vs. Kogoro (1),"Eri Kisaki is the attorney for a man named Shinji Usami who is convicted for the murder of Tsuyoshi Hirasawa while in a drunken state. On the prosecution side is her rival, Reiko Kujo, dubbed “The Madonna of Prosecutors. During the hearing, Reiko calls Kogoro to the witness stand, leaving Eri baffled and Conan concerned.",/rdFqgNXj5lTZtBH1xRbPYxG22ol.jpg,42543,https://vidsrc.to/embed/tv/30983/1/264
1489715,265,Courtroom Battle: Kisaki vs. Kogoro (2),"Conan explains that Reiko is taking advantage of Eri’s history with Kogoro by using him on her side. Kameda confesses to changing the time on Kogoro’s phone, thus destroying Shinji’s alibi.",/3zjXw6HvR3zaqgBs8NOFg0kURHh.jpg,42543,https://vidsrc.to/embed/tv/30983/1/265
1489716,266,The Truth Behind Valentine's (The Murder),"Sonoko invites Ran, bringing along Conan and Kogoro, to come to a house in the hills where their chocolates are blessed with good fortune for love.",/yUY72FKCQxQWUsnyBVxOOHlltCV.jpg,42543,https://vidsrc.to/embed/tv/30983/1/266
1489717,267,The Truth Behind Valentine's (The Reasoning),Nigaki’s corpse is left to preserve evidence. Kogoro takes Nigaki’s recorder and camera to find leads but only discovers two completely black photos and one stained with blood. Apparently the murder takes place before the snowstorm but Conan feels like there's a trick to it.,/64CUab3VxOwJvHNoxjovuT35jau.jpg,42543,https://vidsrc.to/embed/tv/30983/1/267
1489718,268,The Truth Behind Valentine's (The Resolution),"Kogoro is tranquilized, and Conan reveals the culprit.",/1XmMizIy6MSzBvyj2PnGn2HQO2F.jpg,42543,https://vidsrc.to/embed/tv/30983/1/268
1489719,269,The Forgotten Memento from the Crime (1),"Hideo Morita has come forth to the agency asking Kogoro to find his late wife Mrs. Morita’s watch which he has lost in his house. Kogoro refuses the problem, but the Detective Boys and Dr. Agasa offer to help.",/6MJKcw0MjR549piDuIRG4JTMxUh.jpg,42543,https://vidsrc.to/embed/tv/30983/1/269
1489720,270,The Forgotten Memento from the Crime (2),"Conan does not think that Idetsuki was attacked by an outsider. The kids detect the scent of flowers coming from the microwave and Conan gets how the crime was committed. Using Agasa‘s voice, Conan reveals the murderer.",/ke1HAodBUkCOFRQAZx9bTNdrFv5.jpg,42543,https://vidsrc.to/embed/tv/30983/1/270
1489721,271,Secret Rushed Omission (1),"Ran, feeling she met the mysterious man before, attempts to remember why.",/mLRe9793RoF59vUea2giFvGzm1F.jpg,42543,https://vidsrc.to/embed/tv/30983/1/271
1489722,272,Secret Rushed Omission (2),Conan's investigation leads him to discover the meaning of the symbols. He drops hints for Joseph Meguire to deduce what the symbols are.,/vuhn0pOHecOl25LzWcF3LmzZ32d.jpg,42543,https://vidsrc.to/embed/tv/30983/1/272
1489723,273,Old Lady's Quiz Disappearance Case,"The Detective Boys meet an old woman in the park who feeds and takes care of stray cats, and also likes to give the kids quizzes from a puzzle book she has. The next day she doesn't show up to feed the cats, but the cat Bruce comes with the old lady's scarf around his neck. The scarf has a code and blood on it, and to find and save the lady Conan and the gang must solve the puzzle.",/22nsqCCu7oRou3Qo2zNYOZZRtsj.jpg,42543,https://vidsrc.to/embed/tv/30983/1/273
1489724,274,Truth About the Haunted House (1),Ran catches a cold and visits the doctor. When there one of the doctor's patients mentions that his apartment is haunted by a girl who was burned to death four years ago. Conan and Kogoro decide to investigate.,/gQz1D7ci1hYFRI3mytJ0PNvKgAq.jpg,42543,https://vidsrc.to/embed/tv/30983/1/274
1489725,275,Truth About the Haunted House (2),"The three people excluding the old man are given more back story. One man does not believe in the ghost, one man is a horror movie filmer, and the other man just lives there.",/9Qjr91GmJ9A564uO9A4X38PO5nW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/275
1489726,276,Case of the Missing Policeman's Notebook,Takagi loses his badge after breaking up a fight between a manager and his singer. He searches for it with the help of the Detective Boys.,/gxUoUhpDJnTf5YdwDq3pugJIyRJ.jpg,42543,https://vidsrc.to/embed/tv/30983/1/276
1489727,277,English Teacher vs. Great Western Detective (1),"While at the Professor's, Conan recalls his last meeting with the Black Organization. Conan deduces that another Black Organization member must have been at the hotel party. This is when he finally singles out Chris Vineyard as his suspect.",/voaTuIocuxIkitPfweqtn0lKO95.jpg,42543,https://vidsrc.to/embed/tv/30983/1/277
1489728,278,English Teacher vs. Great Western Detective (2),"Heiji immediately destroys the theory of suicide, by showing that the man who fell from his apartment attempted to grab onto the curtain to save his life.",/tUhj86FQHn9TzWNv4N12p51FYtj.jpg,42543,https://vidsrc.to/embed/tv/30983/1/278
1489729,279,The Hooligan in the Labyrinth (1),"The Detective Boys and Agasa go and watch a soccer game of the Tokyo Spirits vs. Noir Tokyo. On the way back they see a very rude and loud supporter who has gotten kicked out of many stadiums for his crazy behavior. They all get on a train to go home, but as they are exiting to change trains they see the rude supporter fall on the floor with a knife in his stomach.",/3UULCpIV2HEa668aqpeoL31C51Z.jpg,42543,https://vidsrc.to/embed/tv/30983/1/279
1489730,280,The Hooligan in the Labyrinth (2),"After questioning the 3 suspects Conan still cannot determine who is the culprit, but notices that Haibara is watching the next soccer match on the subway's TV.",/1UnN9RTLKDfdciCSuc6CXVO0wMm.jpg,42543,https://vidsrc.to/embed/tv/30983/1/280
1489731,281,The Small Eye-Witnesses,"The 3 Detective Boys are playing 'make-believe detectives' when they encounter a real case. A man is killed right in front of them, wrapped up in a sheet and thrown into a truck.",/jsRoBrxuoOeQslf72uzoPZL9n22.jpg,42543,https://vidsrc.to/embed/tv/30983/1/281
1489732,282,Mystery of the Water Flowing Stone Garden (1),"Kogoro, Conan, and Ran are driving in the mountains when they run out of gas and are kindly picked up by Majima, the president of a furniture company. Most of the people that work for him and live with him seem to hate him, so it isn't a surprise when Majima turns up dead the next morning in the beautiful house rock garden.",/1mn0MF9MAHD5TIO72jwjcQCbO9B.jpg,42543,https://vidsrc.to/embed/tv/30983/1/282
1489733,283,Mystery of the Water Flowing Stone Garden (2),"Kogoro accuses one of Majima's employees who was in debt, but is quickly proven wrong. He then accuses Endou, one of Majima's company managers.",/huBEkp3uGfQj1VY0f3SX6sYqelH.jpg,42543,https://vidsrc.to/embed/tv/30983/1/283
1489734,284,Chinatown Deja Vu in the Rain (1),"Arguing with receptionist for free dinner ticket, one of movie director's crew invited Ran and her crews. However, the director man dies at a restaurant by cyanide but they are unable to find the source poison.",/oPKsht4Tas0R5QVHzb4gI6LrP9R.jpg,42543,https://vidsrc.to/embed/tv/30983/1/284
1489735,285,Chinatown Deja Vu in the Rain (2),"After the case is solved, Ran falls ill. To everyone's surprise, she falls from her chair and collapses on the floor, having memories of certain people she met a long time ago. These people include Sharon Vineyard and the mysterious man.",/7Cc8wV8D45b8GQzvSlPAPNncmdx.jpg,42543,https://vidsrc.to/embed/tv/30983/1/285
1489736,286,Shinichi Kudo in New York (The Case),Ran loses consciousness due to her illness and reminisces about her past with Shinichi in New York.,/5NI7QhAhoxSkloH13I3dMu8Srsf.jpg,42543,https://vidsrc.to/embed/tv/30983/1/286
1489737,287,Shinichi Kudo in New York (The Deduction),"The performance of The Golden Apple begins. During the climax of the musical, the actor Heath Flockhart, who is portraying Paris, is shot.",/hVqp66rLbbSIhwo8yVpUfqdCU83.jpg,42543,https://vidsrc.to/embed/tv/30983/1/287
1489738,288,Shinichi Kudo in New York (The Resolution),Shinichi tells his mother his deductions on the case to have her solve the murder.,/w7wnn68D9adX67OFstdu74HjxnW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/288
1489739,289,Mitsuhiko in a Forest of Indecision (1),Mitsuhiko is missing during the radio taiso day. The Detective Boys ask about his whereabouts from Mitsuhiko's sister and learn he had been going out to an unknown location for the past few Sundays.,/sE1xzgxYnf867uN7mzRYuPZuI7L.jpg,42543,https://vidsrc.to/embed/tv/30983/1/289
1489740,290,Mitsuhiko in a Forest of Indecision (2),Conan's radar runs out of power forcing the group to search for Mitsuhiko in the forest.,/pnYqLGF476n0TmgmJhCSm0TIKYl.jpg,42543,https://vidsrc.to/embed/tv/30983/1/290
1489741,291,Solitary Island of the Princess and the Dragon King's Palace (The Murder),Heiji and Kogoro are invited to Okinawa to solve the case of a body that was found on Onikame Island alongside a mysterious carved message by the body.,/krCbyMCwsH91iWutLrbnb0hvpHW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/291
1489742,292,Solitary Island of the Princess and the Dragon King's Palace (The Investigation),"Heiji tells them the Anchor he found was approximately four to five years old, the same time period on which the strange events have been occurring on Onikame.",/dXthWecqFh8AjqYKIsKVJBQKDwO.jpg,42543,https://vidsrc.to/embed/tv/30983/1/292
1489743,293,Solitary Island of the Princess and the Dragon King's Palace (The Resolution),"When Conan and Heiji find the name ""Kaa"" and ""Chi"" written by Miyako many years ago, they realize who the names are referring to. Conan and Heiji have an epiphany and realize the culprit faked Tiara's time of death.",/1cIaF4vGSuvVkXdnYF9XL6YCAii.jpg,42543,https://vidsrc.to/embed/tv/30983/1/293
1489744,294,Smash of Love and Determination (1),"The Detective Boys along with Kogoro, Ran, and Sonoko take a trip to Kumamoto, Kumamoto so the Detective Boys may participate in a Tennis Tournament. While Sonoko is in the bathroom, Ran overhears three men planning to murder someone. To hide their conversation, the men kidnap Ran.",/kkopxU8PbYplf3tQqgSpNs6l9tU.jpg,42543,https://vidsrc.to/embed/tv/30983/1/294
1489745,295,Smash of Love and Determination (2),The police department receive a ransom demanding a large sum for Ran's life. The police send their men to search around town for Ran. Conan and Haibara soon deduce from Ran's description of her location.,/2LuDgskYJ6sFazCK9hltNWSS0f6.jpg,42543,https://vidsrc.to/embed/tv/30983/1/295
1489746,296,Houseboat Fishing Shock,"Kazuyuki Kawai invites Kogoro, Ran, and Conan to his houseboat for dinner and to view the fireworks. During the fireworks, Kawai's guest, Tsuneo Yamasaki, is found dead from electrocution.",/vW5gDrARFOMbzSvbbUUkYIbU2qt.jpg,42543,https://vidsrc.to/embed/tv/30983/1/296
1489747,297,Courtroom Confrontation II: Kisaki vs. Kujo (1),Kisaki found herself defending a burglar being charged by the state prosecutor with murder instead of manslaughter,/4Qih7oe2U4ClkGEzGUAX43nT2gc.jpg,42543,https://vidsrc.to/embed/tv/30983/1/297
1489748,298,Courtroom Confrontation II: Kisaki vs. Kujo (2),Conan went along with Kogoro during the investigation.,/q8t2pfeTxQvbD81Rax95wyzNRD7.jpg,42543,https://vidsrc.to/embed/tv/30983/1/298
1489749,299,Kanmon Strait of Friendship and Murderous Intent (1),"Kogoro has won another contest and so he, Conan and Ran go on vacation, where four friends recognize him as the famous detective Kogoro Mouri. He has dinner with them, which is interrupted by a rude man trying to buy one of the friends' businesses, but they refuse to sell.",/mTS10O3K2AmZUsUyRYSN7fUmbWW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/299
