mediaContentId,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
1921,473,Pi,Pi,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",1998-07-10,/fJA22FjlAW8rzrOw9Mwanl6oTc9.jpg,/pVmCanXNPYqE74cJoL0U6C9ONf5.jpg,7.117,2473,4.1297,MOVIE,en,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart, Stephen Pearlman",Darren Aronofsky
1922,102304,Whatever,Whatever,"A New Jersey teen faces her impending adulthood, dreaming of a life as a successful New York artist. But when she gets caught up in the carefree sport of pre-AIDS sex and drugs, her future becomes less certain.",1998-07-10,/50LDvIjveOcNeDDybh3HXUpNb9t.jpg,/auEWMkvDRQmVwPROD1VVyMe3BVP.jpg,5.833,9,0.7486,MOVIE,en,"Liza Weil, Frederic Forrest, Kathryn Rossetter, Marc Riffon, Chad Morgan",Susan Skoog
1923,544,There's Something About Mary,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",1998-07-15,/slJD1Dvnsf15LoeqhERsyzisAdn.jpg,/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg,6.629,5317,6.0442,MOVIE,en,"Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans, Chris Elliott","Peter Farrelly, Bobby Farrelly"
1924,10513,Plan 9 from Outer Space,Plan 9 from Outer Space,"In California, an old man grieves the loss of his wife, and dies the day after she is buried. However, the space soldier Eros and his mate Tanna use an electric device to resurrect them both, alongside the strong Inspector Clay, who was murdered by the alien-controlled dead couple. When the populations of Hollywood and Washington DC see flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",1957-03-15,/bmicZi7PvlnZ9rZqp6QXN2Db0pT.jpg,/9pHCAT1ScILdkhY8ErfOma8W4kB.jpg,4.2,599,1.4256,MOVIE,en,"Gregory Walcott, Mona McKinnon, Duke Moore, Tom Keene, Carl Anthony",Edward D. Wood Jr.
1926,65203,The Broadway Melody,The Broadway Melody,"The vaudeville act of Harriet and Queenie Mahoney comes to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. When Eddie meets Queenie, he soon falls in love with  her—but she is already being courted by Jock Warriner, a member of New York high society. Queenie eventually recognizes that, to Jock, she is nothing more than a toy, and that Eddie is in love with her.",1929-02-08,/giq8GJs8YGMzHxeKxNSuwzAdd1c.jpg,/tEAEturRMtH4uY3wq2xvlINgiVj.jpg,5.156,167,1.1325,MOVIE,en,"Charles King, Anita Page, Bessie Love, Betty Arthur, J. Emmett Beck",Harry Beaumont
1927,143,All Quiet on the Western Front,All Quiet on the Western Front,"When a group of idealistic young men join the German Army during the Great War, they are assigned to the Western Front, where their patriotism is destroyed by the harsh realities of combat.",1930-04-29,/1wZUB08igw8iLUgF1r4T6aJD65b.jpg,/hSRb0YhB4TaeIKgZtQbFuY3l0XM.jpg,7.74,922,2.47,MOVIE,en,"Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy, Ben Alexander",Lewis Milestone
1928,42861,Cimarron,Cimarron,"When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.",1931-01-26,/cqvfhi9s1VsTgXcV1B7vX0Cb1qA.jpg,/mgo2XCKPHzZINzcm0YFjSUGpPIr.jpg,5.592,146,1.354,MOVIE,en,"Richard Dix, Irene Dunne, Estelle Taylor, Nance O'Neil, William Collier Jr.",Wesley Ruggles
1929,33680,Grand Hotel,Grand Hotel,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.",1932-09-11,/2j7dxqIlGHdTaaUW9s4Z5zfp9qS.jpg,/mTRmleBtvqlwMCLoRt9iwptDRRC.jpg,6.994,346,3.2302,MOVIE,en,"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery, Lionel Barrymore",Edmund Goulding
1931,12311,Mutiny on the Bounty,Mutiny on the Bounty,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on revenge.",1935-11-22,/GD98ozz6F6tSu8BWGulpseEKhv.jpg,/OBvT7h7Vt6qKGXJBNLDFnRhJEW.jpg,7.366,383,1.6412,MOVIE,en,"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan",Frank Lloyd
1932,43277,The Great Ziegfeld,The Great Ziegfeld,"At the 1893 Chicago World's Fair, sideshow barker Florenz Ziegfeld turns the tables on his more-successful neighbor Billings, and also steals his girlfriend. This pattern repeats throughout their lives, as Ziegfeld makes and loses many fortunes putting on ever-bigger, more spectacular shows",1936-04-08,/rhF6vYFVCaPCs7CgDqg3n4mNod3.jpg,/koCTizOkm1Aia2xwdwHm4nl0L8W.jpg,6.302,144,1.3035,MOVIE,en,"William Powell, Myrna Loy, Luise Rainer, Frank Morgan, Fanny Brice",Robert Z. Leonard
1933,43278,The Life of Emile Zola,The Life of Emile Zola,"A fictionalized account of famous French writer Emile Zola and his involvement in the Dreyfus Affair. After struggling to establish himself, Zola wins success writing about the unsavory side of Paris and settles into a comfortable upper-class life. However, Zola's complacency is shaken when Jewish officer Alfred Dreyfus is imprisoned for being a spy. Realizing that Dreyfus is an innocent victim of anti-Semitism, Zola boldly pens a newspaper article exposing the truth, is charged with libel and must defend himself in a dramatic courtroom testimony.",1937-09-09,/gsEa6ZU1zHhjTYneNNBQApzl8Vu.jpg,/qsqFiqjdscd0j4jjI45CP9GgtfC.jpg,6.723,155,1.0989,MOVIE,en,"Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden, Donald Crisp",William Dieterle
1934,34106,You Can't Take It with You,You Can't Take It with You,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby, but his wealthy banker father and snobbish mother strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things don't turn out the way Alice had hoped.",1938-09-01,/9JltqbDyWstYW6gnvqDO6L5bOrx.jpg,/As4GJO5V3SxbSDW8ZEWPnYtSZIg.jpg,7.5,450,2.4144,MOVIE,en,"Jean Arthur, James Stewart, Lionel Barrymore, Edward Arnold, Mischa Auer",Frank Capra
1936,27367,Mrs. Miniver,Mrs. Miniver,"Middle-class housewife Kay Miniver deals with petty problems. She and her husband Clem watch her Oxford-educated son Vin court Carol Beldon, the charming granddaughter of the local nobility as represented by Lady Beldon. Then the war comes and Vin joins the RAF.",1942-07-03,/fjPjx6FTaoTussbqoLj6OYTtUyi.jpg,/jqu2wqiFKrmhbF6fLqwi3zRUDz7.jpg,7.101,288,1.8046,MOVIE,en,"Greer Garson, Walter Pidgeon, Teresa Wright, May Whitty, Reginald Owen",William Wyler
1937,17661,Going My Way,Going My Way,"Youthful Father Chuck O'Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy. After being appointed to a run-down New York parish, O'Malley's worldly knowledge helps him connect with a gang of boys looking for direction, eventually winning over the aging, conventional Parish priest.",1944-01-01,/838yNJnOk6iZj5YK1MoKiN2n1hw.jpg,/jiGn1FXSQVfN2nhix0tQtmoGWcF.jpg,6.674,192,1.6257,MOVIE,en,"Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown, Gene Lockhart",Leo McCarey
1938,28580,The Lost Weekend,The Lost Weekend,"Longtime alcoholic Don Birnam has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last – one way or another.",1945-11-29,/yL6EJxPeYIcB9TChm56lHqXKzHC.jpg,/vyINER8nv4kAJyCIq2Sr1xjOOjC.jpg,7.627,666,1.7523,MOVIE,en,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva, Doris Dowling",Billy Wilder
1939,887,The Best Years of Our Lives,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",1946-12-25,/gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg,/n0og4mDtl08x9RLTWXt8zUKpqXQ.jpg,7.768,734,2.3495,MOVIE,en,"Dana Andrews, Fredric March, Harold Russell, Teresa Wright, Myrna Loy",William Wyler
1940,33667,Gentleman's Agreement,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,1947-11-11,/aCCRbcmigPk00f34hpJuWZuvABo.jpg,/4XMEwQVADrym6XWcxudH11caLCA.jpg,6.996,274,1.4984,MOVIE,en,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm, Anne Revere",Elia Kazan
1941,23383,Hamlet,Hamlet,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",1948-12-10,/woO9SgU2vTRMZeG0YqOLeoIqlzC.jpg,/tFfucMJh4Me1JYBIRJcOokWWuLs.jpg,7.434,289,1.8512,MOVIE,en,"Laurence Olivier, Basil Sydney, Eileen Herlie, Norman Wooland, Felix Aylmer",Laurence Olivier
1942,25430,All the King's Men,All the King's Men,"A man of humble beginnings and honest intentions rises to power by nefarious means. Along for the wild ride are an earnest reporter, a heretofore classy society girl, and a too-clever-for-her-own-good political flack.",1949-11-16,/7o8nnvFnkekDAlIYznNUWzxQFM6.jpg,/bSTvvll9gIOcoavWRIVYL5RoTkn.jpg,7.006,242,1.5786,MOVIE,en,"John Ireland, Broderick Crawford, Joanne Dru, John Derek, Mercedes McCambridge",Robert Rossen
1944,11426,From Here to Eternity,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953-08-28,/xO1LHnh9aQlQFFq1DxyQrOTia1S.jpg,/kpTTUyVxWMTebmBkaxB2YAX8yyU.jpg,7.285,706,2.6549,MOVIE,en,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed, Frank Sinatra",Fred Zinnemann
1945,654,On the Waterfront,On the Waterfront,"A prizefighter-turned-longshoreman with a conscience goes up against labor leaders to expose corruption, extortion, and murder among the union ranks.",1954-06-22,/v1RtJ1qR4v9nrnfoBVBl6hjTW9.jpg,/pxkQAIhC7LXN5s5B23lnvCMgva5.jpg,7.873,1765,2.8639,MOVIE,en,"Marlon Brando, Eva Marie Saint, Karl Malden, Lee J. Cobb, Rod Steiger",Elia Kazan
1946,15919,Marty,Marty,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",1955-04-11,/8tnGO5VoAQII4DbE3hozWKhV4BY.jpg,/uOHoIVsmdWV1cslPJ0tekzTdSIv.jpg,7.46,448,2.9402,MOVIE,en,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli, Joe Mantell",Delbert Mann
1947,1725,West Side Story,West Side Story,"In Manhattan’s Upper West Side, rival gangs of Polish-Americans and newly arrived Puerto Ricans clash for control of the neighborhood, even as two young members from opposite sides fall dangerously in love.",1961-12-13,/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg,/bkahbHkwBSbIDtTm667Tu1ba2bu.jpg,7.231,2029,3.1421,MOVIE,en,"Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno, George Chakiris","Jerome Robbins, Robert Wise"
1948,5769,Tom Jones,Tom Jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,1963-08-24,/yKuZKLMhe74PJzaxYLh2s8h4P2P.jpg,/cbHhPCdSdoMpjaLazz7gDS2WYpz.jpg,5.937,238,1.5203,MOVIE,en,"Albert Finney, Susannah York, Hugh Griffith, Edith Evans, Joan Greenwood",Tony Richardson
1949,874,A Man for All Seasons,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",1966-12-13,/kcwcqMitcnRO1SySlX1HKVn7yUV.jpg,/ulO2vXHo8oTOdUWSEwWkGFhq3VL.jpg,7.354,496,2.3378,MOVIE,en,"Paul Scofield, Wendy Hiller, Leo McKern, Robert Shaw, Orson Welles",Fred Zinnemann
1950,10633,In the Heat of the Night,In the Heat of the Night,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",1967-08-02,/qFpfALhprXmOAbA5upTNupZw8rq.jpg,/xY5sgU09cOsvEAgJZaYo2aOZEFi.jpg,7.665,1234,2.9365,MOVIE,en,"Sidney Poitier, Rod Steiger, Warren Oates, Peter Whitney, Lee Grant",Norman Jewison
1951,17917,Oliver!,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",1968-09-26,/1XJgoaOWKrqxkKeBKWLKSigqG8c.jpg,/DWRcfNaWioQwfPMG028LjHsrRq.jpg,7.042,478,3.6291,MOVIE,en,"Ron Moody, Shani Wallis, Oliver Reed, Harry Secombe, Mark Lester",Carol Reed
1952,3116,Midnight Cowboy,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",1969-05-25,/ckklq45UxUkwgHve9xItXqXr06r.jpg,/pEdb6DfEBgaXF7S0EHzqnJvTGex.jpg,7.519,1585,3.3076,MOVIE,en,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver, Brenda Vaccaro",John Schlesinger
1953,1051,The French Connection,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,1971-10-09,/pH4saPwMjhnVGwmSH6RkMaHrt3s.jpg,/AsaW2VwcArvQmYjf2wsDjqWEn6f.jpg,7.5,2115,3.211,MOVIE,en,"Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco, Marcel Bozzuffi",William Friedkin
1954,1366,Rocky,Rocky,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",1976-12-03,/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,/bacOuUnRBoAO1NjMfsAGX2EKRrS.jpg,7.795,8567,10.7956,MOVIE,en,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",John G. Avildsen
1955,12102,Kramer vs. Kramer,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",1979-12-07,/3CUP5V5SWfHSK4qvkZF7lMNyugY.jpg,/9pUh1fC8TqVtYPeKpdfNyVK0qnn.jpg,7.571,2445,3.4354,MOVIE,en,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry, Howard Duff",Robert Benton
1956,16619,Ordinary People,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",1980-09-19,/tJVETEDAKgD3fEh88SHOvMvOQue.jpg,/81LV5HJ9nUXGCMhrJpFNjwvbEZl.jpg,7.441,690,2.5876,MOVIE,en,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton, M. Emmet Walsh",Robert Redford
1957,9443,Chariots of Fire,Chariots of Fire,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",1981-05-15,/qnRaum8k0HqGRml2i7OawFqUtEb.jpg,/nEeq7iQDbsj4qRt9E11PvQOWKvQ.jpg,6.772,1032,2.91,MOVIE,en,"Ben Cross, Ian Charleson, Cheryl Campbell, Alice Krige, Nigel Havers",Hugh Hudson
1958,11050,Terms of Endearment,Terms of Endearment,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",1983-11-20,/l77DRjJuykqKMtD9GTK4YT7qKHW.jpg,/kz22OnVmpexRQmDXzoBwveOmuWd.jpg,7.1,822,2.7481,MOVIE,en,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito, Jeff Daniels",James L. Brooks
1959,606,Out of Africa,Out of Africa,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.",1985-12-20,/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg,/5hCGJLTuRlD5WoscKhVPHVnD4gz.jpg,7.157,1526,4.8303,MOVIE,en,"Robert Redford, Meryl Streep, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens",Sydney Pollack
1960,746,The Last Emperor,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",1987-10-04,/7TILJhdeJAaEyDiwvJZMo9SQBoe.jpg,/k29qVmwWwR0i5A1UMIws1Vmv6hV.jpg,7.581,1908,3.6343,MOVIE,en,"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying, Victor Wong",Bernardo Bertolucci
1961,380,Rain Man,Rain Man,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",1988-12-12,/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,/b3tos7Tsd6lsTe52Nn4TMrEQg65.jpg,7.751,7060,6.1471,MOVIE,en,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock",Barry Levinson
1962,403,Driving Miss Daisy,Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",1989-12-13,/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,/4XC0HwRNOvub6xksENsOl68zHOn.jpg,7.236,1768,3.3885,MOVIE,en,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone, Esther Rolle",Bruce Beresford
1963,11485,Take the Money and Run,Take the Money and Run,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",1969-08-18,/dT7cKFxsuHzSnDBxKeP5acoIpWZ.jpg,/dB9pJFYLvaf9w2sYtVH9TYOu6Vr.jpg,7.124,788,1.64,MOVIE,en,"Woody Allen, Janet Margolin, Marcel Hillaire, Jacquelyn Hyde, Lonny Chapman",Woody Allen
1964,466,Klute,Klute,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,1971-06-23,/tVyINAsNGSgD1OIstqwCcs7wyGH.jpg,/bxh7ybql4p24u9WsX1GI9v9PDLg.jpg,6.771,505,2.8392,MOVIE,en,"Jane Fonda, Donald Sutherland, Charles Cioffi, Roy Scheider, Dorothy Tristan",Alan J. Pakula
1965,13820,Repo Man,Repo Man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",1984-03-02,/ztGqcLalcNOvrQauv0EJBTeGg8c.jpg,/5K5oPo1NJrAVUeaPzcXFH13Xplo.jpg,6.667,665,1.9575,MOVIE,en,"Emilio Estevez, Harry Dean Stanton, Tracey Walter, Olivia Barash, Sy Richardson",Alex Cox
1966,15389,Metropolitan,Metropolitan,"A radical student is adopted by a group of young New Yorkers, serves as a catalyst to alter his and their lives. Gathering in a Manhattan apartment, the group of friends meet to discuss social mobility, Fourier's socialism and play bridge in their cocoon of upper-class society - until they are joined by a man with a critical view of their way of life.",1990-08-03,/852ZwTRj9tRxkGOT0Pu0Ep8yimk.jpg,/hyHp1MgvUXw40GLjhqfjxwMWD4.jpg,6.961,180,1.6708,MOVIE,en,"Edward Clements, Chris Eigeman, Taylor Nichols, Carolyn Farina, Isabel Gillies",Whit Stillman
1967,13597,Labyrinth,Labyrinth,"Frustrated with babysitting on yet another weekend night, Sarah, a teenager with an active imagination, summons the Goblins to take her baby stepbrother away. When little Toby actually disappears, Sarah must follow him into a fantastical world to rescue him from the Goblin King. Guarding his castle is the labyrinth itself, a twisted maze of deception, populated with outrageous characters and unknown dangers.",1986-06-27,/hbSdA1DmNA9IlfVoqJkIWYF2oYm.jpg,/92tb8mgjgL1S2KwrZezyPHPkQ3R.jpg,7.274,2720,5.9212,MOVIE,en,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson, Christopher Malcolm",Jim Henson
1968,2108,The Breakfast Club,The Breakfast Club,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",1985-02-15,/gp4zlj7wgbiofLMNsTPndMuO3PN.jpg,/s5HDOmFZaPVQFjk9BxxDrLu1T0g.jpg,7.723,8505,6.2654,MOVIE,en,"Emilio Estevez, Judd Nelson, Molly Ringwald, Anthony Michael Hall, Ally Sheedy",John Hughes
1969,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",1985-11-01,/53kxYw0G3o55yJ23K7s7KMaOyAM.jpg,/8cxB1CiiODiWFayDPxLsAeviZvc.jpg,5.779,2090,3.7289,MOVIE,en,"Robert Englund, Mark Patton, Kim Myers, Robert Rusler, Clu Gulager",Jack Sholder
1970,10072,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,"A psychiatrist, familiar with the knife-wielding dream demon Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",1987-02-27,/qbtZewU6EGvxi8yFVzwZ31NijLX.jpg,/euXJlfeYSyrdkOoFQ9gtUG8OOhH.jpg,6.711,2012,2.0102,MOVIE,en,"Heather Langenkamp, Patricia Arquette, Craig Wasson, Robert Englund, Laurence Fishburne",Chuck Russell
1971,10131,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.",1988-08-19,/boStYG7jKdoIZTduiOOsUVknD13.jpg,/pfrU9uHNtDxa6U93Fm9o4sjudGU.jpg,5.864,1603,3.104,MOVIE,en,"Robert Englund, Rodney Eastman, Danny Hassel, Andras Jones, Tuesday Knight",Renny Harlin
1972,10160,A Nightmare on Elm Street: The Dream Child,A Nightmare on Elm Street: The Dream Child,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",1989-08-11,/kizvpgXQfrAgN8FhOd87LbKk6kO.jpg,/48eGqD1OvrCPC7zqCEaD6GDiqoT.jpg,5.412,1420,3.0732,MOVIE,en,"Robert Englund, Lisa Wilcox, Erika Anderson, Valorie Armstrong, Michael Ashton",Stephen Hopkins
1973,11284,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",1991-09-05,/e4qh58n2WaG4Gyh9VhjOUeN9Mhv.jpg,/j0ZugvhxSwvAIDpAKDdtPBjETMy.jpg,5.302,1468,3.0848,MOVIE,en,"Robert Englund, Lisa Zane, Shon Greenblatt, Lezlie Deane, Yaphet Kotto",Rachel Talalay
1974,4488,Friday the 13th,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,1980-05-09,/uGGpnWHOmWTARVN9wbC1nPxNgps.jpg,/16zzKM5vDxnYiqG6Tg6wOkOLSmj.jpg,6.402,3317,6.0777,MOVIE,en,"Adrienne King, Betsy Palmer, Kevin Bacon, Jeannine Taylor, Harry Crosby",Sean S. Cunningham
1975,9725,Friday the 13th Part 2,Friday the 13th Part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, new counselors roam the area, not sensing the ominous lurking presence that proves that the grisly legend is real.",1981-05-01,/92rGctBMTv4uaSlIBVnhz01kRWL.jpg,/80emEEa0svrT0YJDZLgLUu85ttp.jpg,6.198,1897,4.0192,MOVIE,en,"Russell Todd, Amy Steel, John Furey, Adrienne King, Kirsten Baker",Steve Miner
1976,9728,Friday the 13th Part III,Friday the 13th Part III,"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naïve friends. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason, who stalks them at every turn...",1982-08-13,/9kukTSlgFgXnQGdpcHvHcpTDiUc.jpg,/dtEkXmWPRwja6CtwPFcVpuMb7tW.jpg,5.881,1595,3.5314,MOVIE,en,"Richard Brooker, Dana Kimmell, Catherine Parks, Tracie Savage, David Wiley",Steve Miner
1977,9730,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,"After his revival in a hospital morgue, Jason fixes his vengeful attention on the Jarvis family and a group of hitherto carefree teenagers.",1984-04-13,/1J7zudfR3VLPwAf9lK5YPfSu0n6.jpg,/2bbEE2aLu47unsPJwS57UZW0YF4.jpg,6.138,1498,3.4423,MOVIE,en,"Judie Aronson, Kimberly Beck, Joan Freeman, Barbara Howard, Corey Feldman",Joseph Zito
1978,9731,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",1985-03-22,/ewnIs4aCuWnKQ13Eaj8f3ybrQc8.jpg,/pQy1GaR0TLwvb3Bpqk5teovzoDY.jpg,5.276,1292,3.0627,MOVIE,en,"John Shepherd, Tiffany Helm, John Robert Dixon, Juliette Cummins, Melanie Kinnaman",Danny Steinmann
