mediacontent_id,genre_id
1917,2
1917,16
1918,1
1918,6
1918,16
1919,5
1919,8
1920,1
1920,2
1920,5
1920,9
1921,8
1921,13
1921,16
1922,8
1923,5
1923,14
1924,11
1926,8
1926,14
1927,8
1927,17
1928,8
1928,18
1929,8
1929,14
1931,2
1931,8
1932,8
1932,14
1933,8
1934,5
1934,14
1936,8
1936,14
1936,17
1937,5
1937,8
1938,8
1939,8
1939,14
1940,8
1941,8
1942,8
1944,8
1944,14
1944,17
1945,6
1945,8
1945,14
1946,8
1946,14
1947,6
1947,8
1947,14
1948,5
1948,14
1949,8
1950,6
1950,8
1950,13
1950,16
1951,8
1952,8
1953,1
1953,6
1953,16
1954,8
1955,8
1956,8
1957,8
1958,5
1958,8
1959,8
1959,14
1960,8
1961,8
1962,8
1963,5
1963,6
1964,6
1964,8
1964,13
1964,16
1965,5
1966,5
1966,8
1966,14
1967,2
1967,9
1968,5
1968,8
1969,11
1970,9
1970,11
1970,16
1971,11
1971,16
1972,11
1972,16
1973,11
1973,16
1974,11
1975,11
1975,16
1976,11
1976,16
1977,11
1978,11
1978,16
1979,11
1979,16
1980,11
1980,16
1981,11
1981,16
1982,11
1982,16
1983,11
1984,11
1984,13
1985,11
1985,16
1986,11
1987,11
1987,13
1990,11
1990,16
1991,11
1992,11
1993,11
1993,16
1994,11
1995,11
1995,16
1996,11
1996,16
1997,8
1997,11
1998,11
1999,11
1999,13
2000,1
2000,6
2000,16
2001,1
2001,6
2001,16
2002,1
2002,6
2002,16
2003,5
2003,9
2003,11
2004,5
2004,9
2004,11
2005,2
2005,5
2006,1
2006,2
2007,5
2007,8
2008,6
2008,8
2008,16
2009,6
2009,13
2009,16
2010,8
2011,2
2011,5
2012,2
2012,5
2013,2
2013,8
2013,16
2014,5
2014,9
2015,5
2016,5
2016,18
2017,5
2017,9
2018,3
2018,8
2019,1
2019,8
2020,8
2020,14
2021,1
2021,2
2022,8
2023,6
2023,8
2023,16
2024,8
2024,9
2024,13
2024,16
2025,8
2025,14
2026,11
2026,13
2027,5
2027,6
2028,8
2028,17
2032,5
2033,2
2033,3
2033,9
2034,1
2034,2
2035,5
2035,9
2036,5
2038,5
2040,5
2040,8
2041,1
2041,2
2041,5
2042,1
2042,5
2042,8
2043,2
2043,9
2043,14
2044,5
2044,9
2046,2
2048,2
2048,3
2048,6
2048,13
2050,2
2050,5
2050,9
2051,1
2051,2
2051,5
2051,14
2052,5
2052,9
2053,2
2053,5
2054,2
2054,5
2055,1
2055,5
2055,18
2056,2
2057,2
2058,1
2058,6
2058,8
2058,16
2059,5
2059,14
2060,5
2064,5
2064,7
2065,5
2065,9
2065,14
2066,6
2066,16
2067,8
2067,14
2067,17
2068,8
2068,9
2068,13
2069,8
2070,8
2070,14
2071,8
2072,5
2072,11
2072,16
2073,5
2073,8
2074,8
2074,14
2074,17
2075,8
2076,6
2076,13
2076,16
2077,2
2077,8
2078,2
2078,3
2080,2
2080,3
2080,5
2080,14
2081,3
2081,9
2082,1
2082,5
2082,8
2083,5
2083,8
2083,9
2084,8
2085,2
2085,3
2085,5
2087,2
2087,3
2087,9
2088,1
2088,2
2088,5
2089,2
2089,3
2090,2
2090,3
2090,9
2091,2
2091,9
2092,2
2092,3
2092,14
2093,2
2093,9
2094,1
2094,2
2095,5
2095,9
2096,3
2096,9
2096,14
2097,9
2097,13
2097,16
2098,5
2099,3
2100,5
2100,9
2100,14
2102,3
2102,5
2103,2
2103,18
2104,8
2105,1
2105,2
2106,8
2107,11
2107,16
2108,5
2108,9
2108,14
2109,5
2110,5
2110,6
2110,13
2111,5
2112,5
2112,6
2112,8
2114,6
2114,8
2115,1
2115,2
2116,2
2116,3
2116,9
2117,8
2118,11
2118,16
2119,1
2119,5
2119,11
2120,8
2120,11
2121,11
2121,16
2122,11
2122,16
2123,3
2123,5
2123,8
2123,9
2124,5
2124,9
2125,5
2125,8
2125,14
2126,6
2126,13
2126,16
2130,6
2130,8
2130,14
2131,8
2132,8
2133,5
2134,5
2134,9
2134,14
2135,2
2135,5
2135,9
2136,5
2136,14
2137,3
2137,8
2138,2
2138,3
2138,8
2139,2
2139,3
2139,8
2139,9
2139,13
2140,2
2140,9
2141,2
2141,3
2141,5
2141,8
2142,2
2142,3
2142,5
2142,18
2143,2
2143,9
2144,5
2144,14
2145,8
2145,14
2146,5
2146,8
2146,14
2147,2
2147,8
2148,5
2148,9
2148,11
2149,5
2149,9
2149,11
2150,1
2150,5
2151,1
2151,5
2152,5
2153,1
2153,2
2153,5
2153,16
2154,5
2154,8
2154,14
2155,5
2155,8
2156,5
2159,6
2159,8
2159,11
2159,16
2160,8
2160,11
2160,16
2161,2
2161,8
2161,9
2162,2
2162,8
2162,9
2163,5
2163,11
2164,1
2164,5
2164,11
2165,5
2165,8
2166,8
2166,14
2166,16
2167,1
2167,11
2169,5
2170,1
2170,2
2170,5
2171,5
2171,8
2171,14
2172,5
2172,8
2174,5
2174,9
2175,8
2175,14
2176,6
2176,8
2176,16
2177,5
2177,6
2177,13
2177,16
2178,6
2178,11
2178,16
2179,8
2179,16
2180,16
2181,13
2181,14
2181,16
2182,6
2182,8
2183,8
2183,13
2183,16
2184,5
2184,13
2185,6
2185,8
2185,16
2186,6
2186,8
2186,16
2187,16
2188,8
2190,8
2190,14
2193,1
2193,2
2193,9
2194,6
2194,16
2195,5
2196,1
2196,6
2196,16
2201,8
2201,13
2201,14
2202,8
2202,17
2203,6
2203,13
2203,16
2204,16
2205,5
2205,14
2206,13
2206,14
2206,16
2207,2
2207,6
2207,16
2208,13
2208,16
2210,6
2210,8
2210,16
2211,13
2211,14
2211,16
2212,13
2212,16
2226,8
2226,14
2227,6
2227,13
2227,16
2231,6
2231,8
2232,13
2232,16
2236,5
2236,8
2239,5
2239,8
2239,14
2240,5
2240,8
2241,5
2241,8
2243,5
2243,14
2244,5
2244,14
2245,5
2245,8
2245,14
2247,5
2247,6
2247,14
2248,5
2248,8
2248,14
2249,1
2249,5
2249,6
2252,5
2252,8
2253,5
2253,9
2255,5
2256,11
2257,5
2257,8
2257,14
2259,5
2259,14
2260,1
2260,6
2260,8
2261,5
2261,14
2262,5
2262,8
2262,14
2263,8
2263,11
2263,16
2264,5
2264,6
2265,2
2265,5
2266,5
2266,9
2266,14
2267,13
2267,16
2268,8
2269,8
2269,14
2271,8
2272,8
2272,14
2273,1
2273,5
2273,6
2275,1
2275,2
2275,5
2278,1
2278,6
2278,16
2279,11
2279,13
2280,5
2280,6
2280,8
2280,14
2281,6
2281,8
2281,16
2282,5
2282,8
2283,2
2283,8
2286,5
2286,6
2286,11
2287,11
2288,11
2288,13
2289,5
2289,6
2289,8
2289,13
2289,16
2290,5
2290,8
2290,14
2291,8
2291,9
2291,14
2292,5
2292,14
2294,3
2294,5
2295,5
2296,5
2296,14
2297,8
2297,9
2297,14
2298,11
2300,5
2301,5
2302,5
2302,8
2303,5
2303,8
2304,8
2306,5
2306,8
2307,1
2310,5
2310,8
2311,16
2312,8
2312,14
2313,8
2314,8
2314,11
2314,13
2314,16
2315,5
2315,11
2316,5
2316,9
2316,14
2318,5
2318,8
2320,8
2320,16
2321,5
2321,8
2321,9
2322,1
2322,8
2323,7
2324,5
2324,8
2325,5
2327,5
2327,9
2327,11
2327,16
2328,1
2328,9
2328,11
2329,8
2330,7
2331,5
2331,8
2331,14
2332,6
2332,8
2333,8
2334,1
2334,6
2334,8
2334,16
2335,5
2336,8
2337,8
2338,11
2338,13
2338,16
2339,5
2340,8
2340,9
2340,14
2342,5
2342,8
2344,1
2344,2
2344,8
2344,16
2346,11
2346,13
2346,16
2347,1
2347,5
2347,6
2348,8
2348,14
2349,6
2349,8
2349,14
2349,16
2350,5
2350,6
2350,8
2350,9
2351,5
2351,8
2352,5
2352,8
2353,1
2353,8
2353,16
2354,2
2354,3
2354,5
2354,8
2355,2
2355,3
2355,5
2356,5
2356,8
2357,8
2358,8
2358,17
2359,5
2360,8
2361,5
2361,6
2362,5
2362,8
2363,11
2363,16
2364,1
2364,16
2365,1
2365,9
2366,2
2366,9
2366,11
2367,2
2367,9
2367,11
2368,1
2368,2
2368,9
2369,5
2369,6
2369,8
2370,1
2370,2
2370,8
2371,5
2371,6
2371,13
2372,5
2372,6
2372,13
2373,1
2373,2
2373,9
2374,5
2374,8
2375,5
2375,14
2376,1
2376,2
2376,16
2377,1
2377,11
2377,13
2378,5
2378,6
2379,5
2379,6
2380,5
2380,6
2381,5
2381,6
2382,5
2382,6
2383,5
2383,6
2384,2
2384,5
2384,8
2385,5
2385,8
2385,14
2387,5
2387,6
2387,16
2388,8
2389,11
2389,13
2389,16
2390,5
2390,8
2391,6
2391,8
2391,16
2392,5
2392,8
2392,9
2393,1
2393,2
2393,16
2394,2
2394,3
2394,8
2395,5
2395,8
2396,5
2396,14
2398,5
2398,8
2399,2
2399,9
2400,8
2400,9
2401,8
2401,18
2402,1
2402,2
2402,16
2402,17
2403,1
2403,2
2403,16
2403,17
2404,1
2404,2
2404,16
2404,17
2405,1
2405,2
2405,5
2405,14
2406,1
2406,2
2406,5
2406,14
2407,5
2407,8
2407,13
2408,5
2409,8
2410,1
2410,8
2411,8
2412,8
2413,5
2413,6
2413,13
2413,16
2414,2
2414,13
2414,16
2415,8
2415,14
2416,5
2417,5
2417,8
2417,14
2418,5
2418,8
2418,14
2419,8
2419,16
2420,1
2420,8
2421,1
2421,2
2421,8
2421,14
2422,1
2422,2
2422,8
2423,5
2424,5
2424,14
2425,6
2425,8
2427,8
2427,17
2428,11
2429,1
2429,2
2429,9
2430,1
2430,2
2430,8
2430,9
2431,5
2431,8
2432,5
2432,8
2432,14
2433,8
2435,5
2435,8
2436,5
2436,8
2436,17
2439,6
2439,8
2439,13
2439,16
2442,8
2443,5
2443,8
2443,14
2445,8
2445,14
2446,11
2446,13
2446,16
2447,5
2447,8
2447,14
2448,1
2448,11
2450,1
2450,2
2450,5
2450,9
2450,14
2451,9
2451,11
2453,8
2453,9
2454,8
2454,11
2455,11
2456,11
2457,1
2457,5
2457,6
2457,16
2458,1
2458,5
2458,6
2459,11
2460,5
2460,11
2460,16
2462,5
2462,11
2462,16
2463,5
2465,11
2467,8
2467,13
2467,16
2468,5
2468,14
2468,16
2469,5
2469,8
2469,9
2470,2
2470,5
2471,2
2471,5
2472,5
2472,6
2473,5
2474,8
2475,1
2475,6
2475,8
2475,16
2476,8
2476,17
2477,1
2477,2
2477,5
2478,1
2478,5
2478,18
2481,8
2482,5
2483,1
2483,5
2483,11
2485,5
2485,14
2488,8
2488,11
2488,16
2490,1
2490,6
2490,8
2490,16
2491,5
2491,14
2492,5
2492,14
2493,8
2494,7
2495,3
2496,5
2496,8
2496,14
2497,8
2497,14
2498,5
2500,5
2500,6
2500,16
2501,8
2502,5
2503,8
2504,5
2504,8
2504,14
2505,6
2505,13
2505,16
2506,5
2506,8
2506,14
2511,6
2511,8
2511,13
2512,8
2513,11
2514,11
2515,11
2516,11
2516,16
2517,11
2518,5
2520,1
2520,8
2520,16
2521,1
2521,8
2521,16
2522,1
2522,8
2522,16
2523,1
2523,16
2524,1
2524,8
2524,16
2525,11
2525,16
2526,1
2526,16
2527,2
2527,18
2528,1
2529,1
2529,2
2529,8
2530,2
2530,13
2531,1
2532,1
2533,1
2534,1
2534,2
2534,8
2535,1
2535,8
2535,16
2537,1
2537,2
2537,8
2538,7
2539,5
2539,6
2540,1
2540,6
2540,8
2540,16
2541,8
2541,14
2542,5
2542,6
2544,8
2544,13
2544,14
2546,8
2546,13
2548,11
2548,16
2549,1
2549,2
2550,11
2551,11
2551,16
2552,5
2552,11
2552,14
2553,11
2554,8
2554,11
2554,13
2555,5
2557,8
2557,16
2558,5
2558,14
2559,3
2559,14
2560,2
2560,5
2560,11
2560,18
2561,6
2561,13
2561,16
2563,8
2563,14
2565,8
2565,14
2566,3
2566,5
2567,5
2568,1
2568,8
2568,13
2568,16
2570,8
2570,14
2571,1
2572,5
2572,8
2572,14
2573,8
2573,14
2574,2
2574,5
2574,14
2575,8
2577,5
2577,8
2579,8
2579,16
2580,5
2580,6
2580,16
2581,5
2581,8
2581,14
2582,1
2582,5
2582,6
2583,5
2583,8
2585,8
2585,13
2585,14
2586,5
2586,6
2586,13
2586,16
2587,5
2587,6
2589,5
2589,8
2589,14
2590,8
2590,14
2593,5
2594,8
2594,16
2596,5
2596,8
2597,5
2597,14
2598,5
2598,8
2599,5
2599,8
2600,1
2600,16
2605,8
2605,13
2605,14
2606,5
2606,9
2606,11
2606,14
2607,8
2607,14
2609,8
2611,8
2612,6
2612,8
2613,5
2613,11
2614,11
2615,5
2615,9
2616,2
2616,5
2616,6
2617,1
2617,2
2617,9
2618,5
2618,8
2620,8
2620,14
2622,5
2622,9
2622,14
2623,5
2623,14
2624,8
2624,9
2625,1
2628,1
2628,2
2629,5
2629,14
2630,8
2630,14
2632,9
2632,13
2633,9
2633,11
2634,11
2639,8
2640,1
2640,2
2641,1
2641,2
2642,1
2642,2
2642,5
2643,1
2643,2
2644,11
2648,8
2648,11
2651,11
2652,11
2654,8
2654,11
2655,5
2655,11
2655,16
2656,11
2657,5
2657,11
2659,5
2659,7
2660,8
2660,11
2661,11
2662,1
2664,11
2664,16
2665,1
2668,11
2669,8
2669,17
2670,8
2670,17
2671,5
2671,14
2672,13
2672,16
2674,8
2676,8
2676,16
2677,7
2681,5
2681,14
2682,2
2682,8
2682,16
2683,2
2683,5
2683,6
2686,8
2686,13
2686,14
2686,16
2687,2
2687,3
2688,6
2688,13
2688,16
2690,5
2690,8
2690,14
2691,8
2692,1
2692,8
2692,16
2693,7
2694,5
2694,8
2695,8
2696,5
2697,5
2697,8
2699,5
2699,11
2700,3
2700,5
2701,1
2701,2
2701,5
2701,18
2702,6
2702,8
2702,16
2706,5
2706,14
2707,6
2707,8
2707,13
2707,16
2708,8
2708,14
2709,2
2709,5
2710,11
2710,13
2712,8
2712,13
2712,16
2713,1
2713,5
2713,11
2713,16
2716,5
2716,9
2717,5
2717,9
2718,5
2719,9
2719,11
2719,13
2719,16
2720,1
2720,2
2720,5
2722,1
2722,11
2723,1
2723,2
2723,5
2723,9
2724,5
2724,14
2725,8
2725,14
2726,6
2726,8
2726,16
2727,6
2727,8
2727,16
2728,2
2728,8
2728,17
2729,5
2729,8
2730,8
2730,14
2730,17
2731,8
2732,8
2732,14
2733,1
2733,5
2733,14
2734,2
2734,8
2735,1
2735,2
2735,5
2736,5
2737,1
2737,16
2738,5
2738,8
2739,8
2740,11
2741,1
2741,6
2741,16
2742,5
2742,6
2742,8
2743,8
2744,8
2745,1
2745,2
2745,8
2746,5
2746,11
2747,5
2747,9
2747,11
2748,1
2748,2
2748,5
2748,13
2749,6
2749,13
2749,14
2749,16
2750,5
2750,8
2751,5
2751,8
2752,5
2754,5
2754,11
2757,8
2759,2
2759,5
2761,3
2761,8
2762,8
2762,13
2762,16
2763,6
2763,8
2763,14
2764,6
2764,14
2765,5
2765,8
2766,5
2766,8
2769,6
2769,8
2769,16
2770,5
2771,8
2771,13
2771,16
2772,2
2772,5
2774,5
2774,8
2774,14
2775,8
2779,5
2779,9
2779,14
2782,8
2782,11
2782,13
2784,8
2784,11
2786,5
2786,11
2786,13
2787,11
2787,16
2788,5
2789,11
2789,16
2790,11
2790,13
2790,16
2791,5
2792,5
2793,5
2793,9
2793,11
2794,2
2794,5
2795,2
2795,5
2796,5
2797,5
2797,8
2797,9
2798,5
2799,5
2800,2
2800,3
2800,9
2801,8
2801,14
2802,6
2802,14
2802,16
2803,6
2803,8
2803,16
2804,5
2805,5
2805,6
2805,14
2806,5
2806,16
2807,1
2808,1
2808,16
2810,3
2810,16
2812,1
2812,6
2812,8
2812,16
2813,7
2815,1
2816,1
2816,2
2816,8
2816,17
2817,1
2817,16
2818,1
2818,2
2819,13
2819,16
2822,2
2822,8
2822,14
2824,7
2826,1
2826,2
2827,8
2827,16
2828,5
2828,14
2829,5
2829,9
2829,14
2835,1
2835,5
2835,16
2836,5
2836,8
2836,14
2837,5
2837,8
2837,14
2839,5
2839,8
2839,14
2840,11
2840,16
2841,11
2841,13
2841,16
2843,5
2843,6
2843,14
2844,8
2844,16
2846,2
2846,8
2847,2
2847,8
2847,14
2848,8
2852,6
2852,8
2852,13
2856,6
2856,11
2856,16
2857,2
2857,3
2857,5
2857,9
2858,8
2859,7
2860,1
2860,5
2860,6
2861,8
2861,14
2862,8
2863,5
2865,5
2866,8
2867,5
2867,11
2868,5
2868,11
2870,5
2870,14
2871,2
2871,8
2871,16
2872,2
2872,9
2874,5
2874,14
2875,8
2875,13
2875,14
2875,16
2876,3
2876,9
2876,14
2877,8
2878,11
2878,16
2879,1
2879,2
2879,6
2879,16
2880,1
2880,2
2880,5
2881,6
2881,13
2881,16
2882,5
2882,8
2883,5
2883,8
2883,14
2884,5
2884,14
2885,8
2885,14
2886,2
2886,5
2887,1
2887,5
2887,16
2888,5
2888,8
2888,14
2889,5
2889,8
2890,1
2890,5
2890,17
2891,5
2891,6
2892,8
2892,13
2893,1
2893,5
2893,8
2894,5
2894,8
2894,14
2896,17
2896,18
2897,5
2897,8
2898,11
2898,13
2899,1
2899,2
2899,3
2900,8
2900,11
2900,16
2901,11
2902,6
2902,11
2902,13
2902,16
2903,11
2903,13
2903,16
2905,1
2905,5
2905,8
2906,8
2906,14
2906,16
2907,5
2908,6
2908,8
2912,6
2912,8
2912,13
2912,16
2915,5
2915,8
2915,14
2916,1
2916,2
2917,6
2917,16
2918,5
2919,8
2919,14
2921,8
2921,13
2921,18
2922,8
2922,18
2924,1
2924,5
2925,8
2926,5
2926,14
2927,8
2927,14
2928,8
2928,14
2929,8
2929,14
2930,7
2931,5
2931,6
2931,8
2931,9
2932,8
2932,14
2935,5
2935,14
2936,2
2936,5
2936,14
2937,5
2937,14
2939,6
2939,16
2940,8
2940,14
2940,16
2941,14
2941,17
2942,8
2942,14
2943,8
2943,14
2944,1
2944,2
2944,17
2946,2
2946,5
2947,1
2947,2
2947,16
2948,1
2948,2
2948,16
2949,1
2949,2
2949,16
2950,2
2950,8
2950,14
2951,18
2952,6
2952,8
2953,2
2953,5
2956,8
2956,14
2956,16
2959,8
2959,16
2961,5
2961,8
2961,14
2962,5
2962,14
2964,8
2965,8
2965,9
2965,16
2966,8
2967,8
2967,11
2967,16
2968,2
2968,5
2968,9
2969,8
2969,14
2970,2
2970,8
2971,8
2972,8
2972,14
2973,5
2973,6
2973,8
2974,11
2974,16
2975,5
2975,8
2976,8
2977,5
2977,8
2978,5
2978,14
2979,8
2979,14
2982,8
2982,9
2982,11
2982,13
2982,16
2983,16
2984,7
2985,1
2985,16
2986,1
2986,6
2986,16
2987,3
2987,5
2987,6
2987,9
2988,5
2988,8
2989,1
2989,2
2989,16
2990,1
2990,2
2990,16
2991,1
2991,2
2991,16
2992,11
2993,1
2993,2
2993,16
2995,11
2996,8
2997,5
2997,8
2997,9
3000,2
3000,3
3000,9
3002,7
3003,5
3003,8
3003,17
3004,5
3004,14
3005,6
3005,8
3005,13
3005,16
3006,8
3006,16
3007,5
3007,7
3008,5
3008,8
3008,14
3010,8
3011,8
3013,5
3013,11
3014,5
3014,8
3015,11
3015,13
3015,16
3016,5
3016,11
3017,5
3017,11
3018,5
3018,11
3019,6
3019,8
3020,6
3020,8
3020,16
3021,11
3022,1
3022,2
3022,5
3022,8
3022,14
3022,17
3024,11
3028,5
3028,14
3029,1
3029,6
3029,16
3030,8
3030,16
3031,5
3031,11
3032,1
3032,8
3032,16
3033,5
3034,2
3034,3
3035,5
3035,8
3035,17
3036,2
3036,8
3037,2
3037,5
3037,8
3037,18
3038,8
3039,5
3040,5
3041,5
3042,5
3043,5
3044,13
3044,14
3044,16
3045,5
3045,8
3046,5
3046,8
3046,14
3048,5
3051,5
3051,8
3051,14
3052,2
3052,5
3052,9
3053,1
3053,2
3053,8
3053,17
3054,1
3054,2
3054,3
3054,9
3055,8
3055,16
3056,6
3056,8
3056,13
3056,16
3057,5
3057,13
3057,16
3060,5
3060,8
3061,5
3061,8
3061,14
3062,1
3062,8
3062,17
3063,8
3063,16
3064,8
3064,14
3064,16
3066,8
3066,17
3067,5
3067,8
3068,8
3070,2
3070,5
3070,14
3071,8
3072,5
3072,8
3072,14
3073,8
3073,14
3074,1
3074,2
3074,8
3074,18
3075,8
3075,11
3075,16
3076,5
3076,14
3077,7
3078,8
3079,8
3079,14
3081,9
3081,11
3081,13
3081,16
3082,1
3082,2
3082,16
3083,5
3083,8
3086,5
3086,9
3087,5
3087,8
3087,9
3088,5
3088,9
3089,8
3090,8
3091,1
3091,8
3091,17
3093,8
3093,18
3094,8
3094,14
3095,8
3096,5
3097,5
3097,8
3097,14
3098,8
3099,5
3099,8
3100,8
3101,8
3101,14
3101,16
3102,16
3103,8
3103,14
3104,5
3104,6
3104,16
3105,8
3106,8
3106,14
3107,1
3107,6
3107,8
3107,16
3108,5
3108,8
3109,8
3111,8
3112,8
3113,1
3113,9
3113,11
3114,3
3114,5
3115,5
3115,6
3115,8
3117,8
3117,14
3117,17
3117,18
3120,5
3125,8
3125,14
3127,5
3127,8
3129,5
3129,8
3130,5
3130,8
3132,5
3132,8
3134,8
3134,17
3135,8
3138,8
3138,14
3141,6
3141,8
3141,13
3141,14
3142,7
3143,2
3143,8
3143,17
3145,8
3146,5
3146,14
3147,6
3147,8
3147,9
3148,8
3150,8
3152,8
3152,14
3153,1
3153,2
3153,9
3155,8
3155,14
3156,8
3157,2
3157,5
3157,9
3158,8
3159,3
3160,8
3161,8
3161,14
3162,5
3162,8
3163,5
3163,8
3165,1
3165,6
3165,8
3165,16
3167,5
3167,8
3167,14
3168,2
3168,8
3169,6
3169,8
3169,16
3171,8
3171,14
3173,8
3174,5
3174,8
3175,2
3175,5
3176,6
3176,8
3176,16
3177,5
3178,8
3179,8
3181,8
3182,7
3183,8
3185,8
3185,14
3186,8
3189,5
3189,8
3190,11
3190,16
3192,8
3194,8
3194,14
3196,5
3196,8
3196,17
3197,1
3197,6
3197,13
3197,16
3198,6
3198,8
3200,5
3200,8
3201,8
3203,11
3203,16
3204,8
3204,13
3206,6
3206,8
3206,14
3206,16
3208,1
3208,5
3208,6
3210,5
3210,8
3210,14
3211,8
3213,3
3213,6
3213,13
3213,14
3214,8
3217,8
3217,14
3219,8
3219,13
3219,16
3221,5
3221,13
3223,5
3223,8
3224,8
3224,16
3225,5
3225,8
3225,14
3230,16
3235,5
3238,13
3238,16
3240,5
3241,5
3243,5
3244,5
3244,8
3244,14
3246,8
3247,5
3248,5
3249,8
3249,16
3250,2
3250,8
3251,8
3251,13
3252,8
3253,5
3254,5
3255,5
3255,8
3256,1
3256,6
3256,8
3256,16
3257,1
3257,8
3257,14
3258,5
3258,9
3258,11
3259,2
3259,8
3259,14
3259,18
3260,8
3260,14
3261,5
3261,8
3261,14
3262,8
3262,11
3262,13
3263,5
3263,8
3264,1
3264,5
3264,11
3265,1
3265,6
3265,16
3266,5
3266,6
3267,1
3267,6
3267,16
3267,18
3268,1
3268,5
3269,2
3269,8
3269,9
3269,14
3270,5
3270,8
3270,14
3271,8
3272,6
3272,8
3273,11
3273,13
3274,11
3274,16
3275,1
3275,6
3275,16
3276,1
3276,5
3276,14
3276,16
3280,11
3280,16
3281,7
3283,5
3283,8
3283,14
3284,5
3284,13
3285,2
3285,8
3285,14
3285,16
3286,2
3286,5
3287,3
3287,5
3289,8
3294,11
3295,6
3295,8
3296,8
3298,6
3298,8
3298,16
3299,5
3299,8
3300,1
3300,16
3301,5
3301,6
3302,5
3302,8
3302,17
3303,7
3306,5
3306,8
3306,14
3307,5
3307,8
3307,14
3308,5
3308,8
3308,14
3310,5
3310,8
3313,5
3313,11
3315,5
3315,14
3316,1
3316,6
3316,16
3317,5
3317,8
3323,5
3323,6
3324,5
3324,6
3324,13
3325,5
3325,8
3325,14
3326,5
3326,8
3326,14
3327,7
3328,6
3328,8
3329,8
3329,14
3330,8
3330,14
3331,5
3331,8
3331,14
3334,6
3334,16
3338,7
3341,5
3341,14
3342,8
3342,17
3344,11
3345,2
3347,1
3347,2
3347,8
3350,8
3350,14
3353,5
3354,2
3354,13
3355,11
3355,13
3355,16
3357,8
3357,14
3358,5
3358,8
3358,9
3358,14
3359,5
3359,8
3360,8
3361,5
3361,14
3362,6
3362,8
3362,16
3363,5
3363,8
3364,6
3364,8
3365,18
3368,8
3368,14
3368,18
3370,6
3370,8
3370,16
3372,1
3372,17
3374,8
3374,14
3378,8
3378,17
3379,8
3379,14
3384,5
3384,6
3384,16
3385,5
3386,8
3386,16
3387,5
3387,6
3387,13
3388,5
3388,8
3388,9
3389,1
3390,2
3390,5
3390,6
3390,14
3391,5
3391,14
3392,5
3393,5
3393,9
3393,14
3394,5
3394,14
3395,1
3395,5
3395,6
3395,14
3396,2
3396,5
3397,5
3397,6
3397,13
3397,14
3398,5
3398,14
3400,3
3401,1
3401,2
3402,5
3402,8
3402,14
3403,1
3403,2
3403,8
3403,16
3404,8
3404,14
3405,1
3405,8
3406,2
3406,17
3408,8
3409,11
3410,5
3410,8
3412,2
3412,8
3414,8
3414,14
3415,8
3417,2
3417,5
3418,2
3418,6
3418,8
3420,8
3421,5
3422,5
3422,14
3423,5
3423,8
3424,8
3425,8
3426,8
3426,14
3428,8
3429,3
3429,5
3430,1
3430,6
3430,8
3431,1
3431,6
3431,8
3431,16
3432,1
3432,6
3432,8
3432,16
3433,1
3433,6
3433,8
3433,16
3434,1
3434,6
3434,8
3435,6
3435,16
3436,8
3436,14
3438,1
3438,2
3438,5
3439,1
3439,2
3439,5
3440,1
3440,2
3440,5
3440,9
3441,1
3441,8
3441,16
3441,17
3442,1
3444,1
3444,8
3444,16
3445,11
3445,13
3445,16
3446,5
3447,8
3447,14
3448,5
3448,8
3448,17
3449,8
3449,14
3450,5
3450,14
3451,8
3451,14
3452,1
3452,6
3452,16
3453,8
3453,14
3454,5
3454,8
3454,14
3455,8
3455,16
3456,8
3459,11
3461,2
3461,8
3461,16
3462,5
3462,8
3462,14
3466,5
3466,9
3466,14
3467,8
3467,18
3468,8
3468,14
3469,8
3470,2
3470,8
3471,8
3473,8
3474,1
3474,2
3474,6
3474,8
3474,16
3475,6
3475,8
3475,14
3476,8
3476,11
3476,13
3477,5
3477,8
3478,8
3479,2
3479,5
3479,9
3480,5
3480,8
3480,14
3481,5
3481,8
3481,14
3483,2
3483,3
3483,5
3483,9
3484,6
3484,8
3484,16
3489,2
3489,5
3489,9
3492,1
3492,2
3492,8
3492,14
3494,8
3494,18
3496,8
3497,5
3497,8
3498,6
3498,8
3499,8
3499,16
3500,5
3500,8
3501,5
3501,8
3501,14
3502,8
3502,14
3503,8
3503,13
3504,8
3505,8
3505,16
3506,5
3506,8
3507,5
3508,18
3510,6
3510,16
3511,1
3511,5
3512,5
3512,14
3513,8
3513,17
3514,8
3515,5
3515,14
3516,5
3516,9
3516,14
3519,2
3519,8
3519,17
3521,5
3524,5
3524,8
3524,14
3525,5
3526,5
3526,8
3527,1
3527,2
3527,16
3528,8
3528,14
3529,6
3529,8
3529,14
3529,16
3531,5
3531,8
3531,14
3534,5
3534,8
3535,6
3535,8
3535,16
3536,5
3536,14
3537,5
3537,6
3537,8
3538,5
3538,8
3539,7
3543,5
3543,8
3544,5
3544,6
3544,8
3545,8
3545,14
3546,8
3546,11
3546,16
3548,5
3548,8
3549,5
3549,6
3549,14
3550,8
3550,11
3551,6
3551,8
3551,16
3552,5
3553,13
3553,16
3554,5
3554,8
3554,14
3555,1
3555,2
3555,17
3556,8
3556,14
3557,6
3557,8
3557,13
3557,16
3559,5
3559,8
3559,14
3563,1
3563,9
3563,11
3563,16
3564,5
3564,14
3565,5
3565,8
3565,14
3566,5
3566,8
3567,5
3567,8
3567,14
3568,5
3568,14
